Channel ID,Video ID,Title,Published At,Views,Likes,Comments,Description,Transcript_Available,Classification
UCuyl9HIbX_fYTuJbLEz1KQw,ovxmBkx6BTA,Temporal Site SICS,2024-08-24T03:34:44Z,1496,53,2,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Z_Tmphv2wqI,Secrets behind Capsulorhexis/ Center of Triangle rule/ Concepts of CCC for beginners,2024-08-17T02:04:06Z,2628,74,2,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,eV1zKxPuh5g,#surgicalsaturday Superficial Keratectomy for management of Band shaped keratopathy,2024-08-10T08:22:36Z,1189,53,2,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ZNdxkChM2BA,Capsulorrhexis #oneminuteophthalmology,2024-08-03T04:00:30Z,1307,35,2,#surgicalsaturday,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,CxGbL0EECk8,Cortex Wash in MSICS #oneminuteophthalmology #surgicalsaturday,2024-07-27T04:54:28Z,1436,14,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,QpL8td9qVlY,Brian Little's Technique #Oneminuteophthalmology # Surgical Saturday,2024-07-20T02:28:25Z,1504,42,2,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,pQfk9ptujWA,Refractive Surgery Counselling - Tamil,2024-07-15T12:22:09Z,1829,126,0,,No,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,q8EWbloL6Bc,#Oneminuteophthalmology Nucleus delivery - Irrigating Vectis Technique #SurgicalSaturday,2024-07-13T13:08:45Z,1159,24,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,qksmPafPI3c,Posterior and Panuveitis: Strategies to Overcome Management Challenges,2024-07-08T06:06:45Z,758,40,0,Dr. Parthopratim Dutta Majumder,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,oLsDRg1-808,"AI in Cornea, Cataract and Refractive Surge: Dr Radhika Rampat",2024-07-06T13:21:29Z,271,6,0,,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,neOQxh5z19U,Refractive Surgery Training ; A New Era: Dr Radhika Rampat,2024-07-06T13:17:24Z,231,4,0,,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,VofyNJIq4xI,Sustainable Eye Care: Dr Radhika Rampat,2024-07-06T13:14:15Z,152,5,0,,Yes,research update
UCuyl9HIbX_fYTuJbLEz1KQw,xL36gBUj6Ro,#Oneminuteophthalmology Hydrodissection in SICS #SurgicalSaturday,2024-07-06T11:40:56Z,739,25,1,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,AM8LQS2j3Sc,#OneMinuteOphthalmology - Bimanual prolapse in SICS #SurgicalSaturday,2024-06-29T09:33:59Z,1122,43,1,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,iA74wWcXaDI,#OneMinuteOphthalmology - Effective Use of Cautery in SICS #SurgicalSaturday,2024-06-22T09:05:08Z,3583,72,3,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,X3ySMFwmfGQ,Community Outreach,2024-06-15T10:51:28Z,238,9,1,,No,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,XLxBjy45mco,Vision Centre,2024-06-15T10:49:41Z,261,7,0,,No,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,h0RkIVSIbhw,Tunnel construction in SICS- One Minute Ophthalmology #SurgicalSaturday,2024-06-15T02:18:20Z,1213,44,1,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,J4Ti6GaRlPg,Intracapsular flip - technique for experienced surgeons to perform safe high volume cataract surgery,2024-06-08T02:14:32Z,891,30,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,2e44tn8SPcQ,Superior Rectus Bridle Suture  #SurgicalSaturday,2024-06-01T08:45:46Z,2414,89,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,2z4EsND5U_E,Rigid IOL implantation in SICS - One Minute Ophthalmology #SurgicalSaturday,2024-05-25T02:09:33Z,1927,61,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,1fx4gg4gm3M,Uveitic Cataracts: Navigating Treatment Complexities for Improved Visual Outcomes: Dr Vedhanayagi,2024-05-21T03:46:09Z,319,10,0,,No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,wt4tGbxKvaQ,Keynote -Three Decades of Being a Clinician Scientist: Dr Rathinam S R,2024-05-21T03:45:18Z,295,10,0,,Yes,research update
UCuyl9HIbX_fYTuJbLEz1KQw,JBewvbvGwP4,Navigating Pitfalls in Long-Term Uveitis Management: Strategies for Success: Dr Rajashree,2024-05-21T03:43:52Z,264,13,0,,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,Z9uc5D0Jh74,Lapses in Uveitis Investigations: Dr  Eliza Anthony,2024-05-21T03:42:19Z,272,6,0,,No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,rmEnP_j7k4o,Anterior Uveitis: Avoiding Common Management Errors for Optimal Patient Outcomes Dr Meera Mohankumar,2024-05-21T03:42:19Z,1257,39,0,,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,rO1H86Ot12E,Challenges in History Taking: Dr  Anuradha V K,2024-05-21T03:40:54Z,436,16,1,,Yes,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,rZ7tLfs633Y,Intermediate Uveitis: Pitfalls to Avoid for Effective Long-Term Management: Dr Jonathan,2024-05-21T03:40:19Z,190,5,0,,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,9TR1x0z8STM,Uveitis Imaging Confounders – Importance of correlating Clinically: Dr  Anjana S,2024-05-21T03:37:28Z,119,3,0,,No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,-oLbmKT7vj0,Welcome address: Dr.Balamurugan S,2024-05-21T03:35:18Z,124,2,0,Welcome address,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,UxYwYw6vo8Y,Staining of Anterior Lens Capsule for Effective Capsulorhexis #SurgicalSaturday,2024-05-18T13:10:50Z,781,28,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,57ayEPoUJ68,Stretch pupilloplasty technique for management of small pupil #SurgicalSaturday,2024-05-11T14:42:13Z,615,22,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,oSJLKX6I9so,Merry Go Round technique for removal of subincisional cortex in cataract surgery #SurgicalSaturday,2024-05-04T08:28:49Z,950,31,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,odBNvM1T5R4,GOLF – GoPro Operations Live on Facebook: Dr Sudha,2024-04-22T10:04:27Z,382,11,1,Dr Sudha,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,JE7QbjZ1qfM,Gamification in Medical Education: Dr  Mahalakshmi,2024-04-22T09:58:16Z,361,8,0,Dr  Mahalakshmi,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,dMKap3JogAM,Virtual reality-based simulation in Medical Education: Dr Prasanna Venkatesh,2024-04-22T09:56:48Z,425,11,2,Dr Prasanna Venkatesh,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,fT5a7BtstHE,Are Surgeons Born Great..?: Dr Deepak Megur,2024-04-22T09:54:18Z,16047,545,43,Dr Deepak Megur,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,VhFnsI92znQ,Competency at the Core: The Crucial Role of Assessment in Ensuring Proficiency,2024-04-22T09:53:49Z,137,4,0,Prof  N  Ananthakrishnan,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,q0e0sTx5RU8,Imperative of Technology and Skill Integration for Effective Teaching: Dr  Pavan Kumar,2024-04-22T09:52:31Z,533,6,0,Dr  Pavan Kumar,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,PV0ySJwRYqA,Kings Crux – My Life for Teaching: Dr  Pranesh Balasubramaniam,2024-04-22T09:50:07Z,204,3,0,Dr  Pranesh Balasubramaniam,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,B4nSc7Qy2Oo,Mastering the Virtual Classroom: YouTube University for Effective Teaching: Dr Annapurna Kumar,2024-04-22T09:49:06Z,112,4,0,Dr Annapurna Kumar,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,8M1fl052jSs,Flipping the Script: Empowering Today's Learners through the Flipped Classroom Model,2024-04-22T09:47:32Z,133,4,0,Dr  Naveen Radhakrishnan,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,Y9yOSXF7Uz0,Welcome Address Dr  R Venkatesh,2024-04-22T09:43:34Z,185,3,1,Dr  R Venkatesh,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,1-7Qlq8mgms,Identification of Zonular Dialysis,2024-04-20T12:57:37Z,1092,41,1,"#cataract #cataractsurgery #msics #pscs

Music: bensound.com
License code: XQW9YMMXB9KZAGVU",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,nd93DRkZUQw,Adjustable Sutures for Strabismus Surgery,2024-04-13T13:02:14Z,392,12,1,#surgerytraining #squintsurgery #surgeon #opthalmology,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,XvKfFxnxMMQ,Cataract Surgery Tips and Tricks: Identification of Bleb in Post-Trabeculectomy Case,2024-04-06T11:51:24Z,821,14,0,#cataract #cataractsurgeon #trabeculectomy #glaucomatreatment #cataracttipsandtricks,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,45mZp0axph0,Plication in Squint Surgery,2024-03-30T15:02:14Z,345,18,3,"#pscs
#squintsurgery
#aurotube
#aravindeyehospital",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,3NgmdSROc-w,Paediatric Orbital Diseases An Insight,2024-03-29T05:32:58Z,243,8,0,Dr. R Jayagayathri,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,Ci-eQnq5J6E,Enhancing Quality of Life in Children,2024-03-29T05:30:39Z,160,4,0,Dr. K Veena,Yes,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,R8uQONC5Slc,Precise Perspective: Investigating and IOL Power Calculation in Paediatric Cataract,2024-03-29T05:28:42Z,336,6,0,Dr. Sivagami N,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,wBE7ghTTbn8,Amblyopia Awakening: Redefining Management Approaches,2024-03-29T05:26:43Z,375,10,0,Dr. Nirupama Kasturi,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,caS-OI3zoSo,ROP in Focus:  Screening and Management Insights,2024-03-29T05:25:35Z,190,10,0,Dr. Manavi Sindal,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,uqrK7TL7MR0,Paediatric Cataracts: Management Strategies,2024-03-29T05:22:08Z,219,11,0,Dr. Fredrick Mouttapa,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,EOfhJaZWiak,Paediatric Keratoconus: From Suspecting to Successful Management,2024-03-29T05:18:54Z,309,10,0,Dr. Josephine Christy,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,yRBUlj-g078,Exotropia Unraveled: Insights into Clinical Features and Management,2024-03-29T05:14:32Z,312,13,0,Dr. Ankita Bisani,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,e6e9pkuW3r8,Esotropia Enigma: Understanding and Managing Childhood Strabismus,2024-03-29T05:12:10Z,188,8,0,Dr. Anjali Khadia,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,KVoH87p5-gc,Frame the Future: Prescribing Glasses in Children,2024-03-29T05:10:41Z,585,24,0,Dr. Akila Chandrasekaran,Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,jl5sU4yM7Qo,Breaking Boundaries: Recent Advance in Managing Myopia,2024-03-29T05:04:18Z,388,15,1,Dr. Akshay Badakere,Yes,research update
UCuyl9HIbX_fYTuJbLEz1KQw,nQR-94q1q_o,Minimally Invasive Glaucoma Surgery : iStent Trabecular Microbypass System,2024-03-23T12:27:32Z,783,27,1,"Learn about minimally invasive glaucoma surgery

#glaucomatreatment #glaucomasurgery #istent #migs 

Music by Bensound.com/royalty-free-music
License code: W6CUOUI8X9MJELNS",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,-8J86yei6iA,Tips and Tricks to Identify Intact Posterior Capsule,2024-03-09T04:04:49Z,9311,415,13,"#cataract #cataractsurgeryforbeginners #pcr 
Music by 

https://www.bensound.com/",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,3scb2VWrfho,Refractive Surgery Types,2024-03-08T06:29:01Z,1177,44,2,Detailing on the types of corrections and Refractive Surgery.,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,y2fWqwKSldQ,Refractive Surgery Counselling,2024-03-08T05:39:57Z,1047,44,1,Detailing on the Pre-operative Refractive Surgery workup. This video will help you as a checklist which highlights the steps to be done before Refractive Surgery.,Yes,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,ZAunOBmERoU,Cataract Surgery in a Case of Iris Coloboma,2024-03-02T03:31:33Z,1271,40,1,"Learn about the precautions to be taken at each step while performing cataract surgery in a case of iris coloboma. #cataractsurgeon #opthalmology #iriscoloboma 
 

Music by: https://www.bensound.com
License code: IGUTDENH50FEWX8I",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,R0HaghbX99c,PCR During Cortex Aspiration #PSCS #CataractSurgeryTipsforBeginners,2024-02-24T13:22:48Z,2378,79,2,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,bZZHYWN_Cbs,PCR from Improper Capsulorhexis #PSCS #CataractSurgeryTipsforBeginners,2024-02-17T08:50:58Z,2798,69,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,tAtBLQC8X1M,Identification and Management of DMD #PSCS  #CataractSurgeryTipsforBeginners,2024-02-10T12:01:59Z,1634,64,1,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Gk0SfXNY4xk,Preparing for Precision - Your checklist before surgery begins,2024-02-08T15:54:01Z,952,37,0,"Welcome to  Aravind for your cataract surgery training🏋️
Please see this video 🎬 which will help to prepare yourself for the Aravind Operating Room☝️
#surgerypreparation #healthcareeducation",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,mzGtGD9c1ZE,DMD from Side Port and Improper Instrumentation #PSCS #CataractSurgery tips for beginners,2024-02-03T17:59:25Z,2622,86,5,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Ht8yQSSfvX8,DMD during Side cuts and Nucleus Delivery #PSCS #Cataract Surgery Tips for Beginners,2024-01-27T14:13:26Z,3072,98,1,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,-IMdSyQ2BDQ,DMD Prevention during Tunnel Construction #PSCS # Cataract Surgery Tips for Beginners,2024-01-20T13:43:30Z,3947,136,9,Performing Successful Cataract Surgery: Detailing on why and how the complications happen and how to prevent the same.,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,duztg2cc-8s,Corneal Tear with Traumatic Cataract,2024-01-13T15:51:06Z,919,40,4,,No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,Jl9lfkT_DLc,REFLECTIONS 2023,2023-12-30T17:41:01Z,955,28,2,"""From Aspirations to Achievements: Celebrating 2023 & Embracing 2024.""

Here we present reflections of the year 2023 from Aravind Eye Hospital, Pondicherry.

Wishing you all a happy and prosperous New Year 2024.",No,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,uDjsoAaiDjQ,Pterygium Surgery and Possible Complications,2023-12-30T05:30:16Z,1006,31,1,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,iHwstJh2QCY,Hula Loop in Zonular Dialysis,2023-12-23T11:10:16Z,730,33,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,NeK1wO-KAbU,Prevention of Needle Stick Injury in Operation Theatre,2023-12-16T09:48:30Z,798,16,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Wxyg1esFT4s,Nuances of Phacoemulsification in Pigment Dispersion syndrome,2023-12-09T14:20:17Z,813,18,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,YJLf5uDOEQs,A Novel Flanged Method for Iridodialysis Repair- An Award Winning Video,2023-11-25T12:54:25Z,1180,43,4,"This video crafted by our Chief of Cataract Services, Dr. V R Vivekanandan, secured the prestigious Dr. Y M Paranjape Innovative video award in the Innovation Category at the Comprehensive Cataract Conference (CCC) in Hyderabad.",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,4wL-sPve06I,Myopia Awareness video,2023-11-21T15:22:35Z,1287,22,0,Please keep a check on your children 👩‍💻🧑‍💻digital usage. There is a Pandemic of Myopia 👨‍🏫if safety precautions are not taken in time. To know more about the safety precautions don’t miss to see this video ☝️,Yes,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,n0FdoKL6WjA,கிட்டப்பார்வை விழிப்புணர்வு காணொளி,2023-11-21T15:19:15Z,114,4,0,"உங்கள் குழந்தைகள் 👩‍💻🧑‍💻டிஜிட்டல் பயன்பாட்டைக் கண்காணிக்கவும். பாதுகாப்பு முன்னெச்சரிக்கைகள் சரியான நேரத்தில் எடுக்கப்படாவிட்டால், மயோபியாவின்(கிட்டப்பார்வை) தொற்றுநோய் உள்ளது 👨‍🏫. பாதுகாப்பு முன்னெச்சரிக்கைகள் பற்றி மேலும் அறிய இந்த வீடியோவை பார்க்க தவறாதீர்கள் ☝️",Yes,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,irb6yeWAwXY,Corneal Tattooing - Surface Keratopigmentation Technique,2023-11-18T12:32:32Z,1426,57,4,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,tRvbIpPR9SQ,Surgical Extraction of Iris Foreign Body,2023-11-11T15:39:56Z,1120,43,3,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,JphgzceIzD8,Bimanual Nucleus Prolapse..,2023-11-04T11:28:05Z,2807,99,4,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,t3nhQPw4SDI,Enhancing Capsular Support in a case of Zonular Dialysis using Iris Hook,2023-10-28T11:35:32Z,496,19,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,MJxfzjOPO0c,Flanged SFIOL,2023-10-21T12:35:08Z,1460,60,2,,No,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,U-yej6pab4w,Gateway to Safe GATT - A Triple Award Winning Movie,2023-10-15T10:06:23Z,464,19,0,"This is a triple award winning movie (AGS, ASCRS and WGC Film Festival) showing us how to do safe GATT with focus on some tips and tricks.",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,d4hwJsULnjw,Phacoemulsification in Shallow AC with Post Peripheral Iridotomy,2023-10-07T12:14:04Z,758,26,2,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,GOwfKrLMjlA,Lacrimal syringing,2023-09-30T12:06:00Z,2495,52,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,tJfNBodnl3I,Management of Anteriorly dislocated lens,2023-09-23T16:15:58Z,1102,21,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,e4w28O-KA0A,LR Resection in strabismus,2023-09-16T12:52:54Z,3467,43,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,MdzOydV7M2U,MR Recession in strabismus,2023-09-09T07:38:40Z,1831,22,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,FPzb59YzEj4,"""Restoring vision: Repairing a corneoscleral tear after trauma""",2023-09-02T12:37:43Z,1968,43,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,VioDbeDozeY,DACRYOCYSTECTOMY ( DCT),2023-08-26T13:13:23Z,5102,86,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,aJCz4WKJfP0,Navigating Uveitic Cataract,2023-08-19T12:03:56Z,636,22,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,803ALd0Ezp8,Restoring Young Eyes - Treating Traumatic Paediatric Cataracts,2023-08-12T15:10:33Z,1191,30,0,"This video showcases the meticulous steps in the management of a traumatic, absorbed cataract with anterior lens capsule calcification, and a healed corneal scar.",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,0fkmTlFBjvI,Kuglen hook in ophthalmology,2023-08-05T10:42:57Z,866,22,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Z1i-YHNB9tI,Rhexis Secrets for Paediatric Cataract Surgery! Precision in Tiny Eyes!,2023-07-30T04:51:18Z,1033,33,1,Unlock the art of Rhexis in Paediatric Cataract Surgery! Expert insights and techniques revealed. Master the crucial skill now!,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Kjoiv225-4w,Pupilloplasty with Siepser knot,2023-07-22T07:05:31Z,1129,39,1,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,4QmisBurbu8,Phacoemulsification in a Rosette Cataract,2023-07-15T10:19:23Z,1024,30,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,KucVHhRCN84,Envelope Capsulotomy in Hypermature Cataract,2023-07-08T11:33:55Z,3502,94,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Qal8Hp_6QA0,Small Can-opener f/b Normal Rhexis in Intumescent Cataract,2023-07-01T11:49:58Z,4379,49,3,"Watch the previous episode :  
Mini Rhexis in Intumescent Cataract
https://youtu.be/1gAs37pMUYw",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,1gAs37pMUYw,Mini Rhexis in Intumescent Cataract,2023-06-24T12:03:00Z,1947,42,1,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,pwJbBGHnQ-M,Phacoemulsification with Pupil Expander (i-Nova) in a Case of Small Pupil,2023-06-17T15:11:26Z,3252,65,11,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,nGYorTo_tb4,Secondary IOL in an Old Trauma Case,2023-06-10T10:39:27Z,981,26,3,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,AGjF7mSkTaY,Secondary IOL in a Case of Traumatic Cataract,2023-06-03T10:26:46Z,1092,21,1,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,V0N_Qem9o8g,Corneal Collagen Cross-linking,2023-05-27T09:50:34Z,1472,56,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,cXpxicICFGo,Lower Lid Entropion correction by Weis procedure,2023-05-20T11:40:48Z,15142,155,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,3u9O0DZJ3m4,Marsupialization of Tarsal Cyst,2023-05-14T07:56:19Z,1978,35,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,_PInkn2mKuU,One Minute Tips   Superior Rectus Bridle Suture,2023-05-06T11:54:07Z,1749,63,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,BDxUt8MW44w,Canalicular Tear Repair Using Auro Stent,2023-04-29T05:22:25Z,2800,39,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,3FGbod_PakQ,CCS: PHACOEMULSIFICATION IN A CASE OF CENTRAL CORNEAL OPACITY,2023-04-22T10:20:48Z,1275,15,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,05eb8QC5-mM,CCS: Phacoemulsification in a case of Retinitis Pigmentosa,2023-04-15T01:30:00Z,845,26,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ZOJ5-2CQCa8,Tips and Tricks for Safe MSICS,2023-04-11T11:23:36Z,14706,354,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,oz3zfJMaqXo,External Needling of Tenon's Cyst After Trabeculectomy,2023-04-01T03:11:51Z,1006,26,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ZxrLqvq94N0,Intracapsular flipping of nucleus,2023-03-24T13:27:52Z,4818,65,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,G209X8wbbRA,Aravind Way MSICS,2023-03-24T13:23:00Z,20624,289,0,This video explains the basic SICS steps which will be beneficial for beginners.,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,8DOtpvesNp4,AUROVUE lens loading,2023-03-23T06:13:20Z,1427,18,0,IOL loading is a crucial step in cataract surgery. This video highlights the steps to keep in mind to reduce errors during loading.,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,2ehCzPwlUaI,Piggyback Phacoemulsification with CTR,2023-03-19T00:30:02Z,505,37,4,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,BH_JgTwC5Vw,Piggyback Phacoemulsification,2023-03-12T01:30:05Z,738,44,2,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,aHFoD4zB--U,Pterygium Excision,2023-03-04T02:35:59Z,4161,86,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,gOGOgVpF93k,Phacoemulsification in a Post-TPK Eye,2023-02-25T12:49:17Z,448,15,1,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,0jkMKOM8EwQ,"My Journey - Trab to Mentoring, Dr. R. Ramakrishnan",2023-02-25T06:09:28Z,454,5,0,,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,uHIBYZCVbtE,"Role of Aurolab in Global Ophthalmology,  Mr. R.D. Sriram",2023-02-25T06:08:28Z,658,9,0,,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,NDsCQ-9vKDY,Man vs. Machine - Where are We Today? - Dr. Kim Ramasamy,2023-02-25T06:03:28Z,213,3,0,,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,dB6foMlXFXo,"Ophthalmic Advances to Watch Out in the Next Decade, Mr. David Green",2023-02-25T06:02:47Z,411,3,0,,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,_Kx4b540BOc,Infinite Dreams - Where Will AECS be in the Next Decade? - Mr. R. D. Thulasiraj,2023-02-25T06:01:10Z,172,2,0,,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,ng5g8d6-UV0,"Assuring Quality in Eye Care, Dr. R.D. Ravindran",2023-02-25T05:55:29Z,206,3,0,,Yes,research update
UCuyl9HIbX_fYTuJbLEz1KQw,UCGHqscNfOs,Mickey Mouse Drives a Toyota! - Dr. Alan Wagner,2023-02-25T05:50:33Z,287,3,0,"Mickey Mouse Drives a Toyota! Implementation of Hospitality, Lean and Six Sigma principles",Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,SH9GcplPKfk,"Life Beyond Ophthalmology – Manage your Finance Optimally, Dr. N. Venkatesh Prajna",2023-02-25T05:32:59Z,1412,45,1,,Yes,conference highlight
